Breed,Found
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Miniature Poodle Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull,No
Pit Bull Mix,No
Pit Bull Mix,No
Mastiff/Pit Bull,No
Maltese/Miniature Poodle,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Miniature Poodle,No
Miniature Poodle Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
Pit Bull,No
Dachshund Longhair/Chihuahua Shorthair,No
Pit Bull Mix,No
St. Bernard Rough Coat,No
Cocker Spaniel Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Longhair/Papillon,No
Maltese,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pointer Mix,No
German Shepherd Mix,No
German Shepherd/Catahoula,No
Pit Bull Mix,No
Miniature Poodle Mix,No
German Shepherd Mix,No
Miniature Poodle Mix,No
Chihuahua Shorthair Mix,No
Redbone Hound Mix,No
Collie Smooth Mix,No
Chesa Bay Retr Mix,No
Chihuahua Shorthair Mix,No
Papillon Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Staffordshire Mix,No
Pit Bull Mix,No
Dachshund Longhair,No
Pit Bull Mix,No
Chihuahua Shorthair,No
Maltese,No
German Shepherd Mix,No
Miniature Poodle,No
Miniature Poodle Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Wire Hair Fox Terrier Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Longhair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Queensland Heeler Mix,No
Chihuahua Shorthair/Dachshund Wirehair,No
Pit Bull Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Miniature Poodle Mix,No
Pit Bull Mix,No
German Shepherd,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Dachshund Longhair Mix,No
Cocker Spaniel/Miniature Poodle,No
Harrier Mix,No
Anatol Shepherd Mix,No
Chihuahua Shorthair Mix,No
Miniature Poodle,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Maltese/Miniature Poodle,No
Catahoula Mix,No
Pit Bull Mix,No
Mastiff Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull,No
Chihuahua Shorthair Mix,No
Miniature Poodle/Maltese,No
Staffordshire Mix,No
Flat Coat Retriever Mix,No
Chihuahua Shorthair Mix,No
Pit Bull/Pointer,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Dachshund Longhair Mix,No
German Shepherd Mix,No
Standard Poodle Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Akita Mix,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
Pit Bull/Chihuahua Shorthair,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Staffordshire Mix,No
Harrier Mix,No
Maltese/Chihuahua Shorthair,No
Chihuahua Shorthair,No
Cocker Spaniel,No
Chihuahua Shorthair Mix,No
Catahoula Mix,No
Chihuahua Shorthair Mix,No
Catahoula Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pbgv,No
English Bulldog,No
Pit Bull Mix,No
Chinese Sharpei Mix,No
Pointer Mix,No
Staffordshire Mix,No
German Shepherd Mix,No
Pointer/Harrier,No
Chihuahua Shorthair Mix,No
Pit Bull,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Maltese/Miniature Poodle,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Dachshund Longhair Mix,No
Pit Bull Mix,No
Staffordshire Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Staffordshire Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair,No
Staffordshire Mix,No
Pit Bull Mix,No
Flat Coat Retriever/Papillon,No
German Shepherd Mix,No
Black/Tan Hound Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Pointer Mix,No
Maltese,No
Pit Bull Mix,No
Pointer Mix,No
Chihuahua Shorthair Mix,No
Toy Poodle Mix,No
Chihuahua Longhair Mix,No
Flat Coat Retriever/German Shepherd,No
Miniature Poodle Mix,No
Chihuahua Longhair Mix,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Miniature Poodle Mix,No
Chihuahua Shorthair Mix,No
Catahoula/Pit Bull,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Maltese/Miniature Poodle,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Miniature Poodle/Cocker Spaniel,No
Pit Bull Mix,No
Pit Bull Mix,No
Miniature Poodle Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Dachshund Longhair/Chihuahua Shorthair,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
Soft Coated Wheaten Terrier Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Catahoula Mix,No
Chihuahua Shorthair,No
German Shepherd Mix,No
German Shepherd,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull/Catahoula,No
Chihuahua Longhair Mix,No
Toy Poodle Mix,No
Chihuahua Shorthair Mix,No
Anatol Shepherd Mix,No
Miniature Poodle Mix,No
Pit Bull Mix,No
Anatol Shepherd,No
Miniature Poodle/Maltese,No
Pit Bull Mix,No
Dogo Argentino Mix,No
Pit Bull Mix,No
Miniature Poodle Mix,No
Pit Bull Mix,No
Bruss Griffon Mix,No
Catahoula Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
English Bulldog Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Presa Canario Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Collie Smooth Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Anatol Shepherd Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Catahoula Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Doberman Pinsch Mix,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Doberman Pinsch Mix,No
German Shepherd Mix,No
Chihuahua Shorthair,No
Anatol Shepherd Mix,No
Akita Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Doberman Pinsch,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Miniature Poodle Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Harrier Mix,No
Pit Bull Mix,No
Cocker Spaniel,No
Pit Bull Mix,No
Pit Bull,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Longhair Mix,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
Dachshund Wirehair Mix,No
German Shepherd Mix,No
Miniature Poodle Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
Pointer/Pit Bull,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull,No
Queensland Heeler Mix,No
Pit Bull Mix,No
Dogo Argentino Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Pit Bull,No
Pit Bull Mix,No
Catahoula Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
Belgian Sheepdog Mix,No
Catahoula Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Queensland Heeler Mix,No
Soft Coated Wheaten Terrier Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
German Shepherd,No
Pointer Mix,No
Catahoula Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Papillon Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
German Shorthair Pointer,No
Cocker Spaniel Mix,No
Catahoula Mix,No
Staffordshire,No
Pit Bull Mix,No
Pit Bull Mix,No
Catahoula/Pointer,No
Pbgv,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Flat Coat Retriever Mix,No
Chihuahua Shorthair Mix,No
Maltese,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
German Shepherd Mix,No
Catahoula Mix,No
Wire Hair Fox Terrier Mix,No
German Shepherd Mix,No
Cavalier Span Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Dachshund Longhair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
Pointer Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Miniature Poodle Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Soft Coated Wheaten Terrier Mix,No
Chihuahua Shorthair Mix,No
Mastiff Mix,No
Pit Bull Mix,No
Chihuahua Shorthair/Dachshund Wirehair,No
Chihuahua Shorthair Mix,No
Chihuahua Longhair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Catahoula Mix,No
Pit Bull Mix,No
Soft Coated Wheaten Terrier Mix,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Miniature Poodle/Cocker Spaniel,No
Chihuahua Shorthair Mix,No
Staffordshire Mix,No
Dachshund Longhair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Silky Terrier Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair/Cocker Spaniel,No
Pit Bull Mix,No
Pit Bull Mix,No
Miniature Poodle/Cocker Spaniel,No
Papillon Mix,No
Dachshund Longhair Mix,No
Pit Bull Mix,No
Cocker Spaniel Mix,No
Miniature Poodle Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pointer Mix,No
Pit Bull,No
German Shepherd,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Doberman Pinsch Mix,No
English Bulldog Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
English Bulldog Mix,No
Doberman Pinsch Mix,No
Anatol Shepherd Mix,No
Wire Hair Fox Terrier,No
Chihuahua Longhair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Longhair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Doberman Pinsch Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair,No
Pointer Mix,No
Dachshund Wirehair/Miniature Poodle,No
German Shepherd Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
Chihuahua Shorthair,No
Chihuahua Longhair Mix,No
Cocker Spaniel/Miniature Poodle,No
Pit Bull,No
Chihuahua Longhair Mix,No
German Shepherd/Collie Rough,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull/Mastiff,No
Pit Bull Mix,No
Anatol Shepherd Mix,No
Rhod Ridgeback Mix,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
Pointer Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Longhair Mix,No
Queensland Heeler Mix,No
Cocker Spaniel Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
English Bulldog Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Toy Poodle/Maltese,No
Pointer Mix,No
Staffordshire Mix,No
Papillon Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chinese Sharpei Mix,No
Doberman Pinsch Mix,No
Pit Bull Mix,No
Staffordshire Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
German Shepherd/Black/Tan Hound,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Collie Smooth Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Miniature Poodle Mix,No
Pit Bull/Mastiff,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Schnauzer Giant Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Cocker Spaniel Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Doberman Pinsch Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Redbone Hound Mix,No
Pit Bull,No
Pit Bull Mix,No
Pit Bull Mix,No
Anatol Shepherd Mix,No
Chesa Bay Retr Mix,No
Standard Poodle Mix,No
Chihuahua Shorthair/Cavalier Span,No
Anatol Shepherd Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Doberman Pinsch Mix,No
Flat Coat Retriever Mix,No
Pit Bull Mix,No
Papillon Mix,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Cocker Spaniel Mix,No
Mastiff/Chinese Sharpei,No
Queensland Heeler Mix,No
German Shepherd Mix,No
Brittany Mix,No
English Pointer Mix,No
Chihuahua Shorthair Mix,No
Pit Bull,No
Dogo Argentino,No
Chihuahua Shorthair Mix,No
Miniature Poodle Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Longhair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Miniature Poodle/Maltese,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Maltese Mix,No
Belgian Malinois Mix,No
German Shepherd,No
Pit Bull Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Toy Poodle,No
German Shepherd Mix,No
Pit Bull Mix,No
English Pointer Mix,No
German Shepherd Mix,No
Treeing Tennesse Brindle,No
Chihuahua Shorthair Mix,No
Catahoula Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Dachshund Wirehair/Chihuahua Shorthair,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Maltese/Miniature Poodle,No
Maltese Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Maltese Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Cocker Spaniel,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chinese Sharpei Mix,No
Pit Bull Mix,No
Anatol Shepherd Mix,No
Pbgv Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
American Eskimo Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Mastiff Mix,No
Chihuahua Shorthair Mix,No
Chinese Sharpei Mix,No
Pit Bull Mix,No
Dogo Argentino Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Anatol Shepherd Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Catahoula Mix,No
Staffordshire Mix,No
German Shepherd,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Dachshund Longhair/Cocker Spaniel,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Miniature Poodle/Maltese,No
Soft Coated Wheaten Terrier Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chinese Sharpei Mix,No
Queensland Heeler Mix,No
Anatol Shepherd Mix,No
Pit Bull/Chihuahua Shorthair,No
Pointer Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Longhair Mix,No
Dachshund Longhair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Staffordshire Mix,No
Belgian Malinois Mix,No
German Shepherd Mix,No
Chihuahua Longhair Mix,No
Chihuahua Shorthair Mix,No
Redbone Hound Mix,No
Pit Bull Mix,No
Doberman Pinsch/Pit Bull,No
Miniature Poodle Mix,No
Dogo Argentino Mix,No
Treeing Cur Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
Chihuahua Longhair Mix,No
Pit Bull Mix,No
Collie Smooth Mix,No
Chihuahua Shorthair Mix,No
Catahoula Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull,No
Pit Bull Mix,No
German Shepherd Mix,No
Staffordshire Mix,No
Port Water Dog Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Anatol Shepherd,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Maltese Mix,No
Pointer Mix,No
Doberman Pinsch,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull,No
German Shepherd Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
Chihuahua Shorthair,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Staffordshire Mix,No
Pit Bull Mix,No
Pointer Mix,No
Doberman Pinsch Mix,No
Chihuahua Longhair Mix,No
Mastiff Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
English Pointer Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Pbgv,No
Cocker Spaniel Mix,No
Chihuahua Shorthair Mix,No
English Bulldog,No
Chihuahua Shorthair Mix,No
Miniature Poodle Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Anatol Shepherd Mix,No
Nova Scotia Duck Tolling Retriever,No
Dachshund Longhair,No
Miniature Poodle Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull/Pointer,No
Miniature Poodle Mix,No
German Shepherd Mix,No
Miniature Poodle Mix,No
Chihuahua Shorthair Mix,No
Miniature Poodle,No
Pit Bull Mix,No
Pit Bull Mix,No
German Shepherd/Mastiff,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Maltese/Miniature Poodle,No
Pit Bull Mix,No
Pit Bull Mix,No
Catahoula Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Papillon Mix,No
Pit Bull,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
West Highland Mix,No
Black/Tan Hound Mix,No
Pit Bull,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
German Shepherd/Catahoula,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
Catahoula Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Cocker Spaniel,No
Chihuahua Shorthair Mix,No
American Eskimo,No
German Shepherd Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Miniature Poodle Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Pit Bull,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Dogo Argentino Mix,No
Staffordshire Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
German Shepherd,No
German Shepherd Mix,No
Pit Bull Mix,No
Anatol Shepherd Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Picardy Sheepdog Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Miniature Poodle Mix,No
Miniature Poodle Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
St. Bernard Rough Coat/German Shepherd,No
Pit Bull,No
German Shepherd Mix,No
Catahoula Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Wire Hair Fox Terrier Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Staffordshire Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Catahoula Mix,No
Catahoula Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Miniature Poodle Mix,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
Staffordshire Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Staffordshire Mix,No
Staffordshire Mix,No
German Shepherd Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
German Shepherd Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull/German Shepherd,No
Pit Bull Mix,No
Catahoula Mix,No
German Shepherd Mix,No
German Shepherd Mix,No
Catahoula Mix,No
Anatol Shepherd,No
Miniature Poodle Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
German Shepherd Mix,No
Chihuahua Shorthair Mix,No
English Pointer,No
Queensland Heeler Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Collie Smooth Mix,No
Staffordshire Mix,No
Flat Coat Retriever Mix,No
Cocker Spaniel Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Doberman Pinsch,No
Chihuahua Shorthair Mix,No
Akita Mix,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Miniature Poodle Mix,No
Chihuahua Shorthair Mix,No
Miniature Poodle/Maltese,No
Chihuahua Shorthair Mix,No
Chihuahua Shorthair Mix,No
Miniature Poodle Mix,No
Pit Bull Mix,No
Chihuahua Shorthair Mix,No
Doberman Pinsch Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Miniature Poodle Mix,No
German Shepherd Mix,No
Catahoula Mix,No
Chihuahua Shorthair Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
Pit Bull Mix,No
